wspeed,wgust,temp,humid,dewp
0,,81.1,78,73.6
2.9,,81.1,78,73.6
0,,81.1,78,73.6
0,,81.1,78,73.6
0,,81,79,73.8
0,,81,79,73.8
0,,81,79,73.8
0,,80.8,79,73.6
0,,80.8,79,73.6
0,,80.6,79,73.4
0,,80.4,79,73.2
0,,80.4,79,73.2
0,,80.2,80,73.6
0.9,,80.2,80,73.6
0,,80.2,80,73.6
0,,80.1,80,73.4
0,,80.1,80,73.4
0,,80.1,80,73.4
0,,79.9,80,73.2
0,,79.9,81,73.6
0,,79.7,81,73.4
0,,79.5,81,73.2
0,,79.5,81,73.2
0,,79.5,81,73.2
0,,79.3,81,73
0,,79.3,81,73
0,,79.2,81,72.9
0,,79.2,81,72.9
0,,79,82,73
0,,79,82,73
0,,78.8,82,72.9
0,,78.6,82,72.7
0,,78.6,82,72.7
0,,78.6,83,73
0,,78.6,83,73
0,,78.4,83,72.9
0,,78.4,83,72.9
0,,78.4,84,73.2
0,,78.3,84,73
0,,78.3,84,73
0,,78.1,84,72.9
0,,77.9,85,73
0,,77.7,85,72.9
0,,77.5,85,72.7
0,,77.5,85,72.7
0,,77.4,85,72.5
0,,77.2,85,72.3
0,,77.2,86,72.7
0,,76.8,86,72.3
0,,76.8,86,72.3
0,,76.6,86,72.1
0,,76.6,86,72.1
0,,76.5,86,72
0,,76.3,86,71.8
0,,76.3,86,71.8
0,,76.1,87,72
0,,75.9,87,71.8
0,,75.7,87,71.6
0,,75.7,87,71.6
0,,75.6,87,71.4
0,,75.6,87,71.4
0,,75.6,87,71.4
0,,75.4,87,71.2
0,,75.2,87,71.1
0,,75,87,70.9
0,,75,88,71.2
0,,74.8,88,71.1
0,,74.7,88,70.9
0,,74.7,88,70.9
0,,74.5,88,70.7
0,,74.5,88,70.7
0,,74.3,88,70.5
0,,74.1,88,70.3
0,,74.1,88,70.3
0,,74.1,89,70.7
0,,74.1,89,70.7
0,,74.1,89,70.7
0,,74.1,89,70.7
0,,74.1,89,70.7
0,,73.9,89,70.5
0,,73.9,89,70.5
0,,73.9,89,70.5
0,,73.8,89,70.3
0,,73.8,89,70.3
0,,73.8,89,70.3
0,,73.8,89,70.3
0,,73.8,89,70.3
0,,73.8,90,70.7
0,,73.9,90,70.9
0,,73.9,90,70.9
0,,73.9,90,70.9
0,,74.1,90,71.1
0,,74.1,90,71.1
0,,73.9,90,70.9
0,,73.9,90,70.9
0,,73.9,90,70.9
0,,73.9,90,70.9
0,,73.9,90,70.9
0,,73.9,90,70.9
0,,73.8,90,70.7
0,,73.8,90,70.7
0,,73.6,90,70.5
0,,73.6,90,70.5
0,,73.6,90,70.5
0,,73.6,90,70.5
0,,73.4,91,70.5
0,,73.4,91,70.5
0,,73.4,91,70.5
0,,73.4,91,70.5
0,,73.2,90,70.2
0,,73.2,90,70.2
0,,73.2,91,70.5
0,,73.2,91,70.5
0,,73,91,70.3
0,,73,91,70.3
0,,73,91,70.3
0,,73,91,70.3
0,,73,91,70.3
0,,73,91,70.3
0,,73,91,70.3
0,,73,91,70.3
0,,73,91,70.3
0,,73,91,70.3
0,,73,91,70.3
0,,72.9,91,70.2
0,,72.9,91,70.2
0,,72.9,91,70.2
0,,72.9,91,70.2
0,,72.7,91,70
0,,72.7,91,70
0,,72.7,91,70
0,,72.5,91,69.8
0,,72.5,91,69.8
0,,72.3,91,69.6
0,,72.3,91,69.6
0,,72.3,91,69.6
0,,72.3,91,69.6
0,,72.3,92,69.8
0,,72.3,92,69.8
0,,72.3,92,69.8
0,,72.1,92,69.6
0,,72.1,92,69.6
0,,72.1,92,69.6
0,,72.1,92,69.6
0,,72.1,92,69.6
0,,72,92,69.4
0,,72,92,69.4
0,,72,92,69.4
0,,71.8,92,69.3
0,,71.6,92,69.1
0,,71.4,92,68.9
0,,71.2,92,68.7
0,,71.2,92,68.7
0,,71.1,92,68.5
0,,71.1,92,68.5
0,,70.9,92,68.4
0,,70.9,92,68.4
0,,70.7,92,68.2
0,,70.5,92,68
0,,70.5,92,68
0,,70.3,92,67.8
0,,70.3,92,67.8
0,,70.3,92,67.8
0,,70.3,92,67.8
0,,70.3,92,67.8
0,,70.3,92,67.8
0,,70.5,92,68
0,,70.9,93,68.7
0,,71.1,92,68.5
0,,71.2,92,68.7
0,,71.4,93,69.3
0,,72,93,69.8
0,,72.1,93,70
0,,72.5,93,70.3
0,,72.9,93,70.7
0,,73.2,93,71.1
2,,73.6,93,71.4
0,,73.8,93,71.6
0,,73.9,93,71.8
0,,74.1,93,72
0,,74.3,93,72.1
0,,74.5,93,72.3
0,,74.8,93,72.7
0,,75,93,72.9
0,,74.8,93,72.7
0,,75,93,72.9
0,,74.8,93,72.7
0,,74.3,92,71.8
2,,73.8,91,70.9
0,,73.8,91,70.9
4,,73.4,89,70
0,,73.2,86,68.7
2,,73.9,83,68.4
2.9,,74.7,77,66.9
2,,75.7,68,64.4
4,,77,65,64.4
2,,78.3,66,66
0,,81.3,61,66.6
0,,82.9,54,64.6
0.9,,83.5,46,60.4
0,,83.7,46,60.6
4,,84,45,60.4
0.9,,84.4,44,60.1
2.9,,84.7,47,62.2
0,,84.9,44,60.6
4.9,,85.5,41,59
0,,85.6,39,57.9
0.9,,86,38,57.4
2.9,,86.2,36,56.1
2.9,,86,37,56.7
0.9,,86.2,38,57.6
0,,86.4,38,57.7
0,,86.9,41,60.4
0,,87.3,38,58.6
0.9,,87.8,39,59.7
0,,88,36,57.7
2.9,,87.6,39,59.5
0,,87.6,38,58.8
0.9,,87.6,36,57.4
2,,88,35,56.8
0,,88.2,36,57.9
0,,88.5,31,54
2.9,,88.5,33,55.8
0,,88.9,32,55.2
0,,89.1,29,52.7
2,,88.9,31,54.3
6,,89.2,32,55.6
0.9,,89.8,32,55.9
0,,89.8,34,57.7
0,,90,28,52.5
2,,89.4,31,54.9
0,,89.6,31,55
0.9,,90,31,55.2
0,,89.2,32,55.6
0.9,,89.6,34,57.6
0,,89.4,34,57.4
0.9,,89.4,33,56.5
0,,89.4,31,54.9
2.9,,89.2,32,55.6
0,,89.1,32,55.4
0,,89.1,33,56.3
2,,89.1,32,55.4
0.9,,89.4,31,54.9
0,,89.1,34,57
0,,89.2,32,55.6
0.9,,89.1,33,56.3
2,,89.1,32,55.4
0.9,,89.4,36,59
0,,89.4,33,56.5
0,,89.4,30,54
0,,89.1,34,57
4,,89.2,36,58.8
0.9,,89.6,33,56.7
0,,89.4,35,58.1
0,,89.8,33,56.8
0,,89.8,34,57.7
0,,90,32,56.1
0,,90,31,55.2
0,,90.1,31,55.4
0,,90.3,35,59
0,,90,31,55.2
0,,89.8,37,60.1
0,,90.7,32,56.8
0,,90.9,32,56.8
0,,90.9,41,63.9
0,,90.9,33,57.7
0,,90.9,30,55.2
0,,91,32,57
0,,90.9,33,57.7
0,,90.7,31,55.9
0,,90.5,33,57.4
0,,90.7,33,57.6
0,,90.7,31,55.9
0,,90.3,33,57.4
0,,90.1,32,56.3
0,,89.8,34,57.7
0,,89.2,34,57.2
0,,88.9,36,58.5
0,,88.5,34,56.5
0,,88.2,38,59.4
0,,87.3,36,57
0,,87.1,40,59.9
0,,85.8,38,57.2
0,,85.8,38,57.2
0,,85.6,42,59.9
0,,85.1,44,60.8
0,,84.7,44,60.4
2.9,,84.6,45,60.8
0,,84,46,61
0,,83.7,47,61.3
0,,83.5,46,60.4
0,,83.1,47,60.8
0,,82.8,48,61
0,,82.6,47,60.3
0,,82.2,49,61.2
0,,82,48,60.4
0,,81.7,49,60.6
0,,81.5,50,61
0,,81,51,61.2
0,,80.2,52,61
0,,79.7,53,61
0,,79.2,54,61.2
0,,78.6,55,61.2
0,,78.1,57,61.5
0,,77.4,57,61
0,,77.2,58,61.3
0,,77.5,60,62.6
0,,77.5,61,63
0,,77.7,62,63.7
0,,78.3,63,64.6
0,,78.4,62,64.4
0,,78.4,62,64.4
0,,78.4,62,64.4
0,,78.4,62,64.4
0,,78.4,63,64.8
0,,78.3,63,64.6
0,,78.3,63,64.6
0,,78.1,63,64.4
0,,78.1,63,64.4
0,,77.7,64,64.6
0,,77.4,64,64.2
0,,77,66,64.8
0,,76.8,67,64.9
0,,76.5,67,64.8
0,,76.1,68,64.8
0,,75.9,69,64.9
0,,75.6,69,64.8
0,,75.6,70,65.1
0,,75.4,71,65.3
0,,74.8,71,64.8
0,,74.7,72,65.1
0,,74.5,72,64.9
0,,74.1,73,64.9
0,,74.3,73,65.1
0,,74.5,74,65.7
0,,74.5,74,65.7
0,,74.5,75,66
0,,74.1,76,66
0,,74.1,77,66.4
0,,73.9,78,66.6
0,,73.9,78,66.6
0,,73.6,79,66.7
0,,73.2,80,66.7
0,,73,81,66.9
0,,72.9,81,66.7
0,,72.5,82,66.7
0,,72.3,82,66.6
0,,72.1,83,66.7
0,,72.1,83,66.7
0,,71.8,84,66.7
0,,72,85,67.3
0,,72.3,86,67.8
0,,72.7,86,68.2
0,,72.7,86,68.2
0,,72.7,87,68.5
0,,72.7,87,68.5
0,,72.3,87,68.2
0,,72.1,87,68
0,,72,88,68.2
0,,71.8,88,68
0,,72,89,68.5
0,,72.1,89,68.7
4.9,,72.3,89,68.9
0.9,,72.3,89,68.9
0,,72.3,89,68.9
0,,72.3,89,68.9
0,,72.3,89,68.9
0,,72.3,89,68.9
0,,72.3,89,68.9
4,,72.3,89,68.9
0,,72.3,89,68.9
2,,72.3,89,68.9
2,,72.1,89,68.7
0,,72.1,89,68.7
2.9,,72.1,89,68.7
0,,72.1,89,68.7
0,,72.1,89,68.7
0,,72.1,89,68.7
0,,72.1,89,68.7
0,,72.1,89,68.7
0,,72.1,89,68.7
0,,72.1,89,68.7
0,,72.1,89,68.7
2,,72.1,89,68.7
0,,72,89,68.5
0,,72,89,68.5
0,,72,89,68.5
0,,72,89,68.5
0,,72,89,68.5
0,,72,89,68.5
0,,72,89,68.5
0,,72,89,68.5
0,,72,89,68.5
0,,71.8,89,68.4
0,,71.8,89,68.4
0,,71.6,89,68.2
0,,71.4,89,68
0,,71.4,89,68
0,,71.2,89,67.8
0,,71.2,89,67.8
0,,71.2,89,67.8
0,,71.2,89,67.8
0,,71.1,89,67.6
0,,71.1,89,67.6
0,,71.1,89,67.6
0,,71.1,89,67.6
0,,71.1,89,67.6
0,,71.1,89,67.6
0,,71.1,89,67.6
0,,71.1,89,67.6
0,,71.1,89,67.6
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.7,89,67.3
0,,70.7,89,67.3
0,,70.5,89,67.1
0,,70.5,89,67.1
0,,70.5,90,67.5
0,,70.7,90,67.6
2,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
0.9,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
0.9,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
2,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
0,,70.5,90,67.5
2,,70.7,90,67.6
0.9,,70.9,90,67.8
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.9,89,67.5
0.9,,70.9,89,67.5
0,,70.9,89,67.5
0,,70.7,89,67.3
0,,70.5,89,67.1
0,,70.5,89,67.1
0,,70.7,90,67.6
0,,70.7,90,67.6
0,,70.7,90,67.6
0,,70.9,90,67.8
0,,71.4,91,68.7
0,,72,91,69.3
2,,72.3,91,69.6
0,,72.3,91,69.6
0,,72.7,91,70
0,,72.9,91,70.2
0.9,,72.9,91,70.2
0,,73,91,70.3
0,,73.2,91,70.5
0,,73.2,91,70.5
0.9,,73.2,91,70.5
0,,73.8,90,70.7
0,,75,89,71.6
0,,76.3,87,72.1
0,,76.6,84,71.4
0,,77.4,83,71.8
0,,78.1,80,71.4
0,,78.1,81,71.8
0,,78.3,81,72
0,,79,80,72.3
0,,79.7,81,73.4
0.9,,79.9,78,72.3
0,,80.4,78,72.9
0,,81,77,73
0,,81.5,77,73.6
0,,82,75,73.4
0,,82.9,71,72.5
0,,82.9,73,73.4
0.9,,83.8,71,73.4
4,,83.8,73,74.3
0.9,,83.8,68,72.1
2,,83.8,68,72.1
0,,82.6,70,71.8
0,,82.8,69,71.6
0.9,,82.9,70,72.1
0,,83.7,70,72.9
2,,84.7,69,73.4
0.9,,84,69,72.7
4,,83.8,69,72.5
0,,84.4,69,73
2.9,,84.7,69,73.4
2,,84.6,69,73.2
0.9,,85.1,68,73.4
0,,84.4,69,73
0.9,,84,69,72.7
2,,83.7,68,72
2,,82.8,69,71.6
4.9,,82.2,72,72.3
2,,82.6,70,71.8
2.9,,82.4,70,71.6
0,,82.6,70,71.8
2.9,,82.6,70,71.8
4,,82.9,69,71.8
4.9,,82.9,67,70.9
0,,82.9,69,71.8
2,,83.1,67,71.1
0,,83.5,68,71.8
0,,83.7,66,71.1
0.9,,83.8,67,71.8
0,,83.7,67,71.6
2.9,,83.7,68,72
4,,83.5,67,71.4
2.9,,83.3,68,71.6
0,,83.1,69,72
8.1,,83.3,70,72.5
6,,83.1,68,71.4
2.9,,83.5,67,71.4
4,,83.3,67,71.2
0,,83.5,68,71.8
4,,83.8,67,71.8
2.9,,84,66,71.4
0.9,,83.7,67,71.6
2.9,,83.8,66,71.2
2.9,,83.7,66,71.1
2.9,,83.7,67,71.6
2.9,,83.7,68,72
4.9,,83.5,68,71.8
4.9,,83.7,67,71.6
4.9,,83.7,67,71.6
0.9,,83.1,68,71.4
2,,83.1,68,71.4
4.9,,83.5,68,71.8
0,,83.7,68,72
0,,84,69,72.7
0,,83.1,68,71.4
4,,82.6,70,71.8
4,,82.8,71,72.3
2,,83.3,70,72.5
2,,83.3,70,72.5
8.1,,83.5,69,72.3
2,,83.1,70,72.3
6.9,,82.9,71,72.5
6,,82.8,71,72.3
2.9,,82.2,71,72
4,,82,72,72.1
4,,82,73,72.5
4.9,,81.9,73,72.3
4.9,,81.9,73,72.3
2.9,,81.7,74,72.5
4.9,,81.3,75,72.7
0,,81.3,75,72.7
0,,81.1,76,72.9
2,,81,76,72.7
2,,80.8,77,72.9
2,,80.8,77,72.9
0,,80.4,78,72.9
2.9,,80.2,78,72.7
0,,80.2,78,72.7
0,,80.1,79,73
2,,79.7,79,72.7
4,,79.5,80,72.9
0.9,,79.3,80,72.7
0.9,,79.3,81,73
2.9,,79.2,81,72.9
2.9,,79,81,72.7
0,,78.8,82,72.9
4,,78.6,82,72.7
2,,78.4,82,72.5
2.9,,78.1,82,72.1
2.9,,77.7,82,71.8
2.9,,77.5,82,71.6
0,,77.2,81,70.9
2,,76.6,79,69.6
2,,76.1,77,68.4
4.9,,75.7,74,66.9
0,,75.6,71,65.5
2.9,,75.6,70,65.1
2,,75.4,71,65.3
0,,75,71,64.9
4,,74.8,71,64.8
2.9,,74.8,72,65.1
4.9,,74.8,72,65.1
0.9,,74.8,72,65.1
2,,74.8,72,65.1
2,,74.7,73,65.5
0,,74.7,73,65.5
0,,74.7,74,65.8
0,,74.5,74,65.7
0,,74.5,74,65.7
2,,74.3,75,65.8
0,,74.3,75,65.8
0,,74.1,75,65.7
0,,74.1,76,66
2.9,,74.1,76,66
0,,73.9,76,65.8
0,,73.9,77,66.2
0,,73.9,77,66.2
0,,73.9,78,66.6
0,,73.8,78,66.4
0,,73.8,78,66.4
0.9,,73.8,79,66.9
0.9,,73.8,80,67.3
0,,73.8,80,67.3
2.9,,73.6,81,67.5
0,,73.6,81,67.5
0,,73.6,81,67.5
0,,73.4,82,67.6
2,,73.4,82,67.6
0.9,,73.2,82,67.5
0,,73.2,83,67.8
0,,73.2,83,67.8
0,,73.2,83,67.8
0,,73.2,84,68.2
0,,73.2,84,68.2
0,,73.2,84,68.2
0,,73.2,84,68.2
0,,73.2,85,68.4
0,,73.2,85,68.4
2,,73.4,86,68.9
2.9,,73.6,86,69.1
2,,73.6,86,69.1
2,,73.6,86,69.1
0,,73.6,86,69.1
0.9,,73.6,87,69.4
2,,73.6,87,69.4
0.9,,73.4,86,68.9
4,,71.2,83,65.8
6,,70,83,64.6
6,,68.4,82,62.6
2.9,,67.3,83,61.9
4,,66.4,83,61
4,,65.7,84,60.6
2.9,,65.3,85,60.6
4,,65.1,85,60.4
2.9,,64.9,86,60.6
0,,64.8,86,60.4
2.9,,64.8,86,60.4
2,,64.6,87,60.6
2.9,,64.6,87,60.6
0,,64.4,87,60.4
0,,64.2,88,60.6
0,,64.2,88,60.6
0,,64.2,88,60.6
0,,64,88,60.4
0,,64,88,60.4
0,,64,88,60.4
0,,64,88,60.4
0,,64,89,60.8
0,,64,89,60.8
0,,64,89,60.8
0,,64,89,60.8
0,,64,89,60.8
0,,64,89,60.8
0,,63.9,89,60.6
0,,63.9,89,60.6
0,,63.9,90,60.8
0,,63.9,89,60.6
0,,63.9,89,60.6
0,,63.7,89,60.4
0,,63.7,90,60.6
0,,63.7,90,60.6
0,,63.5,90,60.4
0,,63.3,90,60.3
0,,63.3,90,60.3
0,,63.1,90,60.1
0,,63.1,90,60.1
0,,63.1,90,60.1
0,,63,90,59.9
0,,63,90,59.9
0,,63,90,59.9
0,,63,90,59.9
0,,62.8,90,59.7
0,,62.8,90,59.7
0,,62.8,90,59.7
0,,62.8,90,59.7
0,,62.8,90,59.7
0,,62.6,90,59.5
0,,62.6,90,59.5
0,,62.6,90,59.5
0,,62.6,90,59.5
0,,62.6,90,59.5
0,,62.6,90,59.5
0,,62.8,91,60.1
0,,62.8,91,60.1
0,,62.8,91,60.1
0,,62.8,91,60.1
0,,63,91,60.3
0,,63,91,60.3
0,,63,91,60.3
0,,63.1,91,60.4
0,,63.1,91,60.4
0,,63.1,91,60.4
0,,63.1,91,60.4
0,,63.1,91,60.4
0,,63.3,91,60.6
0,,63.3,91,60.6
0,,63.3,91,60.6
0,,63.3,91,60.6
0,,63.5,91,60.8
0,,63.5,91,60.8
0,,63.7,91,61
0,,63.7,92,61.3
0,,63.7,92,61.3
0,,63.9,92,61.5
0,,63.9,92,61.5
0,,64,92,61.7
0,,64,92,61.7
0,,64,92,61.7
0,,64.2,92,61.9
0,,64.2,92,61.9
0,,64.2,92,61.9
0,,64.2,92,61.9
0,,64.6,92,62.2
0,,64.6,92,62.2
0,,64.9,92,62.6
0,,65.1,92,62.8
0,,65.3,92,63
0,,65.5,92,63.1
0,,65.5,92,63.1
0,,65.5,92,63.1
0,,65.7,92,63.3
0,,65.8,92,63.5
0,,65.8,92,63.5
0,,66,92,63.7
0,,66.4,92,64
2.9,,66.4,92,64
0,,66.6,92,64.2
0,,66.7,92,64.4
0,,66.9,92,64.6
0,,67.1,92,64.8
0,,67.5,93,65.3
0,,67.8,92,65.5
0,,68,92,65.7
0,,68.4,92,66
0,,68.7,93,66.6
0,,69.1,92,66.7
0,,69.1,92,66.7
0,,69.3,92,66.9
0,,69.6,92,67.3
0,,69.8,92,67.3
0,,70.2,91,67.5
0,,70.2,90,67.1
0,,70.3,90,67.3
0,,70.5,90,67.5
0,,71.2,90,68.2
0,,71.8,89,68.4
0,,72.1,88,68.4
0,,72.9,87,68.7
0.9,,74.1,80,67.6
4.9,,75,78,67.6
0.9,,76.1,77,68.4
0,,76.3,73,66.9
0,,76.6,72,66.9
0,,76.3,72,66.6
0,,76.8,73,67.5
0,,77.5,73,68.2
4,,77.5,70,66.9
0,,76.6,72,66.9
0,,77.4,71,67.3
0,,76.3,73,66.9
0,,76.5,72,66.7
0,,77.4,70,66.7
0,,77.5,70,66.9
0,,78.4,70,67.8
0,,78.6,68,67.1
0,,78.1,68,66.7
0,,78.8,67,66.9
0,,79.2,66,66.7
6,,79.3,65,66.6
0,,79.3,65,66.6
0,,80.1,63,66.4
0,,79,67,67.1
0.9,,79.5,67,67.6
0.9,,79.9,63,66.2
2,,80.1,62,65.8
0,,80.1,64,66.7
0.9,,79.9,63,66.2
0,,80.2,64,66.9
2,,80.1,62,65.8
0,,80.1,64,66.7
0,,80.6,62,66.4
0,,80.1,66,67.6
4,,80.4,62,66.2
2,,80.4,61,65.7
0,,80.4,62,66.2
0,,81.1,61,66.4
0,,81.3,61,66.6
0,,81.3,61,66.6
0.9,,81.1,57,64.4
4,,81,61,66.2
0,,81,58,64.8
0.9,,81.3,56,64
0,,81.3,53,62.6
2,,81.3,54,63.1
0,,81.7,51,61.9
2,,81.9,53,63
0,,82,52,62.6
0.9,,82,51,62.1
0,,82,49,61
0,,82.2,51,62.2
0,,82,52,62.6
0,,82.2,48,60.6
0,,81.9,48,60.3
2,,82.6,50,62.1
0,,82.8,50,62.2
4,,82.8,50,62.2
0,,82.8,48,61
0,,82.6,48,61
0.9,,82.8,49,61.7
0.9,,83.1,48,61.3
0.9,,83.1,45,59.5
2,,83.1,46,60.3
0,,83.7,51,63.7
0.9,,83.7,46,60.6
0,,83.7,48,61.9
0,,83.7,43,58.8
0.9,,83.5,46,60.4
0,,83.3,47,61
2.9,,83.3,47,61
0,,83.3,46,60.4
0,,82.6,46,59.7
0,,82,47,59.9
0,,81.7,42,56.3
0,,81.1,45,57.7
0,,81.1,47,59
2,,80.6,53,61.9
0,,80.4,47,58.3
0,,80.2,48,58.8
0,,80.1,48,58.6
0,,79.7,52,60.4
0,,79.3,51,59.7
0,,79,53,60.4
0,,78.6,54,60.6
0,,78.4,53,59.9
0,,78.3,53,59.7
0,,77.7,54,59.7
0,,77.4,54,59.4
0,,77.2,54,59.2
0,,76.8,54,59
0,,76.5,57,60.1
0.9,,76.1,56,59.2
0,,75.7,56,59
0,,75.4,57,59
0,,74.7,58,58.8
0,,74.1,59,58.8
0,,73.4,61,59.2
0,,72.7,61,58.5
0,,72.1,63,58.8
0,,71.6,64,58.8
0,,71.2,64,58.5
0,,71.1,66,59.2
0,,70.9,66,59
0,,70.5,66,58.6
0,,70.5,66,58.6
0,,70.3,67,58.8
0,,70,68,59
0,,69.6,68,58.6
0,,69.4,68,58.5
0,,69.3,69,58.6
0,,68.9,70,58.6
0,,68.7,71,59
0,,68.4,70,58.3
0,,68.4,70,58.3
0,,68.4,70,58.3
0,,68.4,70,58.3
4.9,,68.9,70,58.6
0,,69.8,71,59.9
0,,69.8,72,60.4
4.9,,69.4,72,60.1
0.9,,69.1,72,59.7
0,,68.7,72,59.4
2.9,,68.5,72,59.2
0.9,,68.4,72,59
2,,68.2,72,58.8
2,,68.2,71,58.5
0,,68,71,58.3
4.9,,67.8,72,58.5
2.9,,67.6,72,58.3
0,,67.6,72,58.3
4.9,,67.5,72,58.1
2.9,,67.3,72,57.9
0.9,,66.9,73,57.9
0.9,,66.9,73,57.9
0,,66.7,73,57.7
0,,66.6,74,58.1
0,,66.6,74,58.1
0,,66.4,74,57.9
2,,66.4,74,57.9
0,,66.4,74,57.9
0,,66.2,75,58.1
0,,65.8,75,57.7
0,,65.7,76,57.9
0,,65.5,76,57.7
0,,65.5,77,58.1
0,,65.3,77,57.9
0,,65.1,77,57.7
2.9,,64.9,77,57.6
0,,64.9,77,57.6
0,,64.8,78,57.7
0,,64.8,78,57.7
0.9,,64.6,78,57.6
0,,64.6,79,57.9
0,,64.6,79,57.9
0,,64.6,79,57.9
0,,64.6,79,57.9
0,,64.6,79,57.9
0.9,,64.6,79,57.9
0.9,,64.6,79,57.9
0,,64.6,79,57.9
2,,64.6,80,58.3
4,,64.6,80,58.3
0,,64.6,81,58.6
2.9,,64.4,81,58.5
0,,64.2,81,58.3
0,,64.2,82,58.6
2.9,,64.2,82,58.6
0.9,,64,82,58.5
0,,63.9,82,58.3
0,,63.9,82,58.3
2.9,,63.9,82,58.3
0,,63.9,82,58.3
0,,63.7,82,58.1
0,,63.7,82,58.1
0.9,,63.7,82,58.1
0,,63.5,82,57.9
2,,63.3,82,57.7
0,,63.3,82,57.7
0.9,,63.3,82,57.7
0,,63.3,82,57.7
0,,63.3,82,57.7
0,,63.3,82,57.7
0,,63.3,82,57.7
0.9,,63.3,82,57.7
2,,63.1,82,57.6
0,,63.1,82,57.6
0,,63.1,82,57.6
0,,63.1,82,57.6
0,,63.1,82,57.6
0.9,,63.1,82,57.6
0,,63.1,82,57.6
0,,63,82,57.4
0,,63,82,57.4
0,,63,82,57.4
2,,63,82,57.4
0,,63,82,57.4
0,,63,82,57.4
0,,63,82,57.4
0,,63,82,57.4
0,,63,82,57.4
0,,62.8,82,57.2
0,,62.8,82,57.2
0,,62.8,82,57.2
2,,62.6,82,57
0,,62.4,82,56.8
0,,62.4,82,56.8
0,,62.4,82,56.8
0,,62.2,82,56.7
0,,62.2,82,56.7
0,,62.1,82,56.5
0,,62.1,82,56.5
0,,62.1,82,56.5
0,,62.1,83,56.8
0,,62.1,83,56.8
0,,62.1,83,56.8
0.9,,61.7,82,56.1
0.9,,61.3,81,55.4
0.9,,61,79,54.5
0.9,,60.8,78,54
0,,60.6,77,53.4
0,,60.6,76,53.1
0.9,,60.4,76,52.9
0,,60.4,75,52.5
0,,60.4,75,52.5
0,,60.4,75,52.5
2,,60.4,75,52.5
2.9,,60.4,74,52.2
0.9,,60.3,74,52
2.9,,60.3,74,52
0.9,,60.3,75,52.3
2.9,,60.3,74,52
0,,60.3,74,52
2.9,,60.3,74,52
0,,60.1,74,51.8
0,,60.1,74,51.8
0,,60.3,75,52.3
0,,60.3,75,52.3
2.9,,60.3,75,52.3
0,,60.3,75,52.3
2,,60.3,75,52.3
6.9,,60.3,76,52.7
0,,60.3,76,52.7
0,,60.3,76,52.7
4,,60.3,76,52.7
0,,60.4,76,52.9
4.9,,60.4,76,52.9
2,,60.4,76,52.9
2.9,,60.4,76,52.9
2.9,,60.4,76,52.9
2,,60.4,76,52.9
2,,60.4,77,53.2
4,,60.4,77,53.2
0,,60.4,78,53.6
0,,60.4,78,53.6
4.9,,60.4,79,54
0.9,,60.3,79,53.8
0,,60.1,80,54
0.9,,60.1,80,54
0.9,,59.7,80,53.6
0,,59.5,80,53.4
0,,59.5,80,53.4
2,,59.5,80,53.4
2,,59.5,80,53.4
0.9,,59.5,80,53.4
0,,59.4,79,52.9
4,,59.5,80,53.4
0.9,,60.1,78,53.2
0,,61.3,76,53.8
2,,61.3,74,53.1
0,,61.5,74,53.2
0,,61.2,73,52.5
6,,61.3,74,53.1
0.9,,61,73,52.3
6.9,,60.8,72,51.8
0,,61.3,72,52.2
2.9,,61.5,73,52.7
0.9,,60.6,72,51.6
0,,60.4,73,51.8
2,,60.1,74,51.8
4,,59.9,74,51.6
2,,59.4,75,51.4
0.9,,59,75,51.1
0.9,,59,77,51.8
0,,59.5,77,52.3
4,,59.5,76,52
2.9,,60.1,76,52.5
0.9,,59.7,75,51.8
0.9,,59.5,75,51.6
2.9,,59.5,75,51.6
0,,59.5,75,51.6
0.9,,59.2,75,51.3
0,,59.4,76,51.8
6,,59.2,75,51.3
4,,59,75,51.1
0.9,,59,75,51.1
2.9,,59,75,51.1
2,,58.8,75,50.9
0,,58.8,76,51.3
2.9,,58.8,76,51.3
0.9,,58.6,76,51.1
0,,58.6,76,51.1
4,,58.6,76,51.1
2,,58.6,76,51.1
4.9,,58.6,76,51.1
0.9,,58.6,76,51.1
2.9,,58.6,76,51.1
4,,58.5,76,50.9
2,,58.3,78,51.4
0,,58.5,78,51.6
0,,58.5,78,51.6
4.9,,58.5,77,51.3
2,,58.5,77,51.3
0,,58.3,77,51.1
2.9,,58.5,77,51.3
