,OBJECTID,the_geom,LeftFrom,LeftTo,RightFrom,RightTo,LParity,RParity,PreDir,PostType,PostDir,LeftZip,RightZip,LLegalCom,RLegalComm,AddrName,ZIPC,PCITY1,PCITY2,PCITY3,Shape_Leng
48,49,"MULTILINESTRING ((-118.2933986280191 33.76391816664546, -118.2931788506443 33.76269078005036, -118.2930875207557 33.762157026347595, -118.2925726744837 33.75914793861289, -118.29252565843217 33.75887292931093, -118.29234091774511 33.75778078566103, -118.29230901278453 33.75759332637967, -118.29230566689732 33.75757719032934, -118.29227042445815 33.75737565130921, -118.29225006713125 33.75719778665626, -118.29224146158587 33.75708823846792, -118.29224100377533 33.75707112989001, -118.29223769481787 33.75695086525551, -118.29223493432312 33.75615777628208, -118.29223639255854 33.755631918743255, -118.29223647736451 33.755184034041335, -118.29223659283781 33.75474403025885, -118.29223623444237 33.75464168133996, -118.29223827830073 33.7542837766677, -118.2922380619139 33.75422160753409, -118.2922440650282 33.75405673184492, -118.29225844194302 33.75393337451351, -118.29226812048492 33.753878747690386, -118.29228109520544 33.75382478538433, -118.29229249318911 33.753793163520754, -118.29229899931013 33.75377219491535, -118.29231696007909 33.75373402659884, -118.29235622286494 33.7536734798312, -118.29248884316667 33.75349901635267, -118.29261004549444 33.7533524009688, -118.29265591552632 33.75329973703394, -118.29271652483703 33.753228834021385, -118.2929507828483 33.75295829358531, -118.2930343317132 33.752862261885014, -118.29310152056958 33.75279168523097, -118.29322927459332 33.75263784122735, -118.29347166775096 33.75234289153006, -118.29353877297645 33.75224861695554, -118.29358940656552 33.752147167782404, -118.29363339997121 33.7520285620087, -118.2936870695274 33.75185532028663, -118.29372762299447 33.75169378776505, -118.29374698226191 33.75158554719728, -118.2937533209449 33.751517180460134, -118.2937578704464 33.751406912499135, -118.2937557449419 33.75126918474427, -118.29375047445751 33.751173368456804, -118.29373166394471 33.750967673651594, -118.2936952689706 33.75043743737786, -118.29365627753623 33.74999257463475, -118.29361475412415 33.74951884016093, -118.29359444495346 33.74935470934325, -118.29357428008984 33.749232138476124, -118.29353240432248 33.74901516444049, -118.29350073306911 33.7488946833787, -118.29345427177782 33.74877732874199, -118.29336314532209 33.748585547431674, -118.2932538790861 33.7483804166044, -118.29306679655653 33.74802675030594, -118.2928895714986 33.74766962500909, -118.29283159456091 33.74755126776538, -118.29256370645432 33.74704023138981, -118.29244913742751 33.74682162896731, -118.29240272525404 33.74671731772276))",1433,1499,1432,1498,Odd,Even,N,STREET,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,GAFFEY,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,6484.21960936
49,50,"MULTILINESTRING ((-118.27890830566943 33.735295200849, -118.27872230564756 33.73524101793375, -118.27864166259387 33.7352205972714, -118.27861202915794 33.73521036171812, -118.27857248607746 33.73518743971064, -118.27852467197293 33.7351494258411, -118.27845874791936 33.735105269558154, -118.27843566482056 33.73508677635642, -118.27841586135658 33.73506518250305, -118.27838281516435 33.735017860637804, -118.27829686365992 33.73488444769848, -118.27825052923436 33.734796625853456, -118.27815446489458 33.73458835915545, -118.27678687897804 33.73226379379525, -118.27674552701458 33.73219004322457))",1000,1298,1001,1299,Even,Odd,,WAY,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,NAGOYA,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,1338.81677656
50,51,"MULTILINESTRING ((-118.27920712145162 33.732186416278545, -118.27911504741199 33.73218972028423, -118.27905095111232 33.7321998296807, -118.27899997760521 33.732200293180654, -118.27896708267711 33.73219761987955, -118.27893582081958 33.7321921977068, -118.27890454527537 33.73218265298502, -118.27887654575261 33.73216863461579, -118.27886336027966 33.73215973579426, -118.27884191647455 33.73213917624155, -118.27873955457015 33.73201507637547, -118.2786867579501 33.7319619613423, -118.27863068398894 33.73191159985468, -118.27855650662495 33.73185750386483, -118.27846423236478 33.731799669718356, -118.27824341001279 33.73165489265308, -118.27801597135522 33.73149844970612, -118.27742455411872 33.731166303155696, -118.27604361260937 33.7302579010402))",1300,1498,1301,1499,Even,Odd,,WAY,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,TIMMS,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,1214.31503294
51,52,"MULTILINESTRING ((-118.28719116219324 33.75113700318613, -118.28715648007835 33.75109586912405, -118.2870986328595 33.75101219689406, -118.28703903041193 33.75089932275134, -118.2870158305498 33.75084786426448, -118.28698262058585 33.750755548177885, -118.2869726149777 33.75071537932104, -118.28695917680291 33.75063332749435, -118.28695574210475 33.75059176997383, -118.2869554648128 33.75050968495931, -118.28695856952976 33.75045437380353, -118.28696814945239 33.75037157923747, -118.2869925038899 33.750278106261824, -118.28703660459412 33.75018971394354, -118.28707586817491 33.750128141215775, -118.28710365983378 33.75007826763793, -118.28716330035768 33.74999257516678, -118.28737206859604 33.749692605701746, -118.28744413826604 33.7496051885805, -118.28750471187985 33.74952398681768, -118.28759961245652 33.74937914505735, -118.28763394620844 33.74931998824995, -118.28764211773556 33.749304513309625, -118.28769435102046 33.74918931849799, -118.2877318194078 33.74908378704854, -118.28776435231862 33.74897723877454, -118.28777088181354 33.74896381416988, -118.28778714147597 33.748909513681845, -118.28780989608403 33.748830460353176, -118.28783584108221 33.74872254761597, -118.28785196384823 33.74862771036463, -118.28786474445684 33.7485181108467, -118.2878663407428 33.7485036811416, -118.28787094416354 33.74840819261492, -118.28787066268787 33.748326090506836, -118.28785853994985 33.74814751691121, -118.2878591013142 33.747831519988466, -118.28786093834972 33.74692783520434, -118.28786322786576 33.74615740990584, -118.28786443193121 33.74602826825203))",645,655,644,654,Odd,Even,N,AVENUE,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,PACIFIC,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,1936.45426704
52,53,"MULTILINESTRING ((-118.28364257536664 33.74892279045073, -118.28362285555146 33.74892764375896, -118.28340265411632 33.74898346271837, -118.28315780521464 33.74904517742514, -118.28163607397056 33.74941832709884, -118.28138135563641 33.749480749136474, -118.28100831865099 33.74957332739491, -118.28081604808732 33.74962117649698, -118.28051860003146 33.749693998820426, -118.28025238327079 33.749761254802074, -118.27991545819043 33.74983279277558, -118.27967715454137 33.74988658618106, -118.27952926164795 33.749925742333936, -118.2792975796669 33.74999257069502, -118.27921049429796 33.75001750288761, -118.27903629391449 33.75005946726254, -118.27879798335665 33.75011154157446, -118.27847583056128 33.75017479972652, -118.27829995057607 33.75020611924422, -118.27815363979113 33.750227065952245, -118.27792674559586 33.75025026037558, -118.27764720833693 33.75026910889195, -118.27738408627546 33.750278989510925, -118.27720316951564 33.75027940642337, -118.27692353921883 33.75027077649699, -118.27686431537958 33.750266447623275, -118.27670967645568 33.75025546960627, -118.27651388851781 33.75023531037029, -118.27620455672891 33.750197208306155, -118.27575041864586 33.750136768128726, -118.27480020156865 33.74999257535568, -118.2746577883847 33.749970964182076, -118.2737550877715 33.74983134703335, -118.27373802672376 33.74982870837695, -118.27366798584804 33.74981787564242, -118.27292668609068 33.7497032155896, -118.27287324084497 33.74969521874817, -118.27078253011506 33.74938238483259, -118.27023794802214 33.74930089332807, -118.26930716525558 33.74915755656349, -118.26928608686688 33.74915431054006, -118.26831435352945 33.74900465886257, -118.26727770973434 33.748850684705495, -118.26663103474962 33.74875182518797, -118.26632334232788 33.74870888549373, -118.26612754087715 33.74868183994043, -118.26589884407542 33.74865521114, -118.26586594204487 33.74865253605577, -118.26576723488166 33.74864416817983, -118.2656043814098 33.74863456703829, -118.26543989200215 33.74862806054477, -118.26529021654103 33.74862495499783, -118.26499417775554 33.74862595169455, -118.26480484939339 33.7486326294478, -118.26479683733535 33.74863291122052, -118.26466693361174 33.74864109690578, -118.26459243988717 33.74864733958129, -118.26453539385598 33.74865203473517, -118.26438742145457 33.74866781535086, -118.26417863630097 33.74869609615438, -118.26412281365448 33.74870513818652, -118.26411642625224 33.748707977522436, -118.26403233218535 33.7487190865106, -118.26387124432145 33.74874794725356, -118.26369537590469 33.74878371144122, -118.2635376008595 33.74882012179069, -118.26339627237955 33.74885718287953, -118.26327138941274 33.74889317650015, -118.26310215509132 33.74894644244184, -118.26306801207973 33.74895758035705))",0,0,0,0,Even,Even,,FREEWAY,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,47,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,6390.3184037
53,54,"MULTILINESTRING ((-118.25172474488885 33.75406175278116, -118.25206002604575 33.75395356270557, -118.25228507379661 33.753880942750854, -118.25231471751492 33.75387049706373, -118.25246745110526 33.753816674200344, -118.25279768036074 33.753693016531614, -118.25286389315195 33.753666776140165, -118.25322809832561 33.753522435683465, -118.25403629994202 33.75318241001565, -118.2546999727412 33.75291412828588, -118.25488400544774 33.752854661196736, -118.25499079940394 33.75281665197055, -118.25518464488654 33.75273861696638, -118.25557212350881 33.752513849092715, -118.25570510396419 33.75243319381646, -118.25594809529807 33.75229150876306, -118.25607769757647 33.7521820094003, -118.2561712169861 33.752106246207425, -118.25623846556799 33.75204530733971, -118.25633845976532 33.75193586984124, -118.25647120356082 33.75177827619523, -118.25655482651672 33.751693602590805, -118.2566220797413 33.75163438176922, -118.25670575595687 33.75156722508771, -118.25677959942202 33.751511769227655, -118.25689613829375 33.751434238083135, -118.25699136711233 33.751379766856125, -118.2570472024299 33.75135182625606, -118.25710468768811 33.75132559947154, -118.25725088356249 33.751264834807465, -118.25737081110952 33.751219926827396, -118.25741843838347 33.75119750008548, -118.25748741644374 33.7511643781636, -118.25753507317566 33.7511512241909, -118.25775196794265 33.751083095547976, -118.25786042207484 33.75105092016871, -118.25801488582643 33.751005594059905, -118.25845019559313 33.75082880153586, -118.25871300198821 33.750715232260234, -118.25901685747087 33.750579937042154, -118.25925009688613 33.75047982749694, -118.2601666947176 33.750107241507344, -118.26045416481267 33.74999258558375, -118.26073661255884 33.74987965271536, -118.26113422808393 33.74972079727513, -118.26183564318735 33.74944105877849, -118.26200695513342 33.74937032704741, -118.26233662949639 33.74923457056602, -118.26248282653334 33.74917689260703, -118.2627078700177 33.74908709753662, -118.26282778938823 33.74904149809122, -118.26299371536757 33.748982058149004, -118.26303643382832 33.74896788146877, -118.26306801207973 33.74895758035705))",0,0,0,0,Even,Even,,FREEWAY,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,47,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,3950.81333552
54,55,"MULTILINESTRING ((-118.29097929318237 33.75217789430302, -118.29089366854758 33.75167525586371, -118.29083985714394 33.75133465917039, -118.29082293755698 33.751197996652415, -118.29080064992048 33.75093666708171, -118.29078882648372 33.75084704813707, -118.29078373166709 33.750800348036535, -118.290763619325 33.75069185897411, -118.29073026021447 33.75055764139568, -118.29069863639505 33.75044986708596, -118.29066706367117 33.75035651763585, -118.29061398038301 33.750225782411896, -118.29058913282633 33.750174664854974, -118.29052789286074 33.7500631829136, -118.29047995198734 33.74999254309661, -118.29046341714998 33.749967166867975, -118.29040227858435 33.74988522334903, -118.2903345707854 33.74980570176894, -118.29026194199879 33.74972962405372, -118.2901744899305 33.74964774569718, -118.29008212188326 33.74957137290353, -118.2900326568133 33.74953542831936, -118.28994198826027 33.7494748520083, -118.2898052057442 33.74939549475511, -118.28966351573358 33.7493243934282, -118.28956139168551 33.7492799885669, -118.2894560057234 33.749243833027954, -118.2893621691778 33.74921795473143, -118.28912185008775 33.74916151579803, -118.28879425263753 33.74907334195152, -118.28863623409285 33.749035939915565, -118.28853913347022 33.74901728085099, -118.28844204351289 33.74900171384573, -118.28807340831261 33.74893596308695, -118.28778714147597 33.748909513681845, -118.28750581579219 33.74888477005915, -118.28688062660356 33.748824092628645, -118.28665195431013 33.7488060900339, -118.28657628197676 33.74880111908031, -118.28635753061683 33.74879889027508, -118.28622589040721 33.74877962549357, -118.28599560763708 33.748771587115364, -118.28574889234356 33.74876805067305, -118.28543640320947 33.74876844977994, -118.28507459834744 33.74877549001607, -118.28487726274301 33.74878351378796, -118.2846963842653 33.74879458956081, -118.28451551962111 33.748809443237114, -118.28433631121277 33.74882772746227, -118.28420643467445 33.748843491499315, -118.28364257536664 33.74892279045073))",0,0,0,0,Even,Even,,FREEWAY,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,47,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,3026.37640616
55,56,"MULTILINESTRING ((-118.29120249888176 33.752987954113394, -118.29121522076039 33.75286186846905, -118.29123913794328 33.75264473519601, -118.29126619769713 33.75238465830218, -118.29128880102408 33.75226267042598, -118.29131793555514 33.75212692868989, -118.29133724689206 33.752004261830955, -118.29135617450373 33.75177133904736, -118.29137946501497 33.751373195776004, -118.2913968917792 33.75118149528028, -118.29140971702675 33.751085978549234, -118.2914565933232 33.75084921168402, -118.29147597558674 33.75074680869386, -118.29148884836974 33.750665029887905, -118.29150956425254 33.75047366489979, -118.29152680188768 33.7502270090901, -118.29153622177168 33.75009818276757, -118.29152609233839 33.750022644020156, -118.29152105223997 33.749992429653524, -118.29150428456161 33.749900075880554, -118.29146593936282 33.74975144380604, -118.2914227673165 33.74963305088999, -118.29137635858059 33.74953012120733, -118.29131675199847 33.7494155453603, -118.29126546201053 33.74932808286448, -118.29119107972949 33.74922075566863, -118.29112502007533 33.74914260354434, -118.29109530875694 33.749111761904544, -118.29102439252728 33.749055603781905, -118.29100131591696 33.749040890230376, -118.290945272049 33.74900495382026, -118.29082166707768 33.748931756501285, -118.2907524161848 33.74888177762064, -118.29058587423579 33.74875784160928, -118.29050675918998 33.74870891592924, -118.29046557371193 33.74868943375968, -118.29037664038404 33.74865393076838, -118.29023996467454 33.748605829852316, -118.2900835679812 33.74856019236046, -118.28995681766355 33.748529226446834, -118.28983008884782 33.748504462704375, -118.2896836478279 33.748486605840085, -118.28951914697286 33.74847601601432, -118.28925432219079 33.74846703565868, -118.28907339983216 33.748464379179445, -118.28892537919704 33.74846473469182, -118.28859645875542 33.74846930314288, -118.28818534749698 33.748486082832095, -118.2878663407428 33.7485036811416, -118.28753911179807 33.7485219806929, -118.2871362152819 33.74853668263576, -118.286363256433 33.748548484485624, -118.28594555760961 33.74856321766762, -118.28578768741862 33.74856874482773, -118.28570873653786 33.74856687147578, -118.28552454127755 33.748569713006916, -118.2853765752156 33.74858586290144, -118.2850987016745 33.7486088473781, -118.28500005793266 33.748619729638335, -118.28487018999141 33.74863789688325, -118.28471075653262 33.748667812946394, -118.2845842162054 33.74869730753445, -118.28420791782766 33.748796087757114, -118.28364257536664 33.74892279045073))",0,0,0,0,Even,Even,,FREEWAY,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,47,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,3795.58037951
56,57,"MULTILINESTRING ((-118.28595166034803 33.760097496702656, -118.28685093639267 33.75939012328607, -118.28718557591885 33.75912210240884, -118.28739717389567 33.758948828952995, -118.28766452455149 33.758725275571784, -118.28781047108686 33.75859474908002, -118.28791702893098 33.75849007900611, -118.28807927816212 33.7583169224154, -118.288325066381 33.758042927621624, -118.2885003816942 33.75784294819716, -118.28915779369942 33.757069981110455, -118.28961928485674 33.75652750148424, -118.28968644633771 33.75644731041414, -118.28971429812758 33.75641564376771, -118.28980439556217 33.75630894992402, -118.29000429177684 33.756084865969164, -118.29005015059303 33.75602773878357, -118.29010089533034 33.75595720432181, -118.29016471048777 33.75586087688322, -118.29023176524451 33.75575011659821, -118.29030860064252 33.75561357124229, -118.2903608849698 33.75551212121548, -118.29038373181909 33.755460545010514, -118.29040817915184 33.755395225084214, -118.29042928468962 33.755315144745516, -118.29044380506916 33.755233362928806, -118.29046626420262 33.7550691282318, -118.29049177633814 33.75483653397438, -118.29049053926367 33.754478979832626, -118.29048241771525 33.75403316956771, -118.290489455213 33.753804421589166, -118.29048840175886 33.75378317924345, -118.2904810392855 33.753634742430336, -118.29046411755473 33.753497737251514, -118.29045072099971 33.75342976809675, -118.29042408285599 33.7533367401887, -118.29039420833588 33.75325781783491, -118.29037100012748 33.75320566583222, -118.29032464296266 33.7531178484106, -118.29028495881863 33.75305749277288, -118.29022053677136 33.75297727441081, -118.29014791139626 33.7529032601254, -118.2900983292448 33.75286149300308, -118.29009017560597 33.752854626056646, -118.29000278569198 33.75279163663328, -118.2898725518997 33.752705394150276, -118.28968794468358 33.75259111849635, -118.28800551710387 33.75167911093462, -118.28777649072737 33.7515601390662, -118.28763971880677 33.75148489647579, -118.2875062154315 33.75140347241181, -118.28740564428321 33.751332957999814, -118.28736936413449 33.751305207058095, -118.28730008604185 33.75124630223595, -118.28720436705811 33.75115138764439, -118.28719116219324 33.75113700318613))",761,767,760,766,Odd,Even,N,STREET,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,FRONT,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,4239.66127698
57,58,"MULTILINESTRING ((-118.28105454533383 33.74962404989852, -118.28108755667608 33.749660728056185, -118.28114200707894 33.74971245542611, -118.28129046516996 33.74984299169942, -118.28135811836928 33.749908771423364, -118.28139443838214 33.74994887018673, -118.28142873837817 33.749992575177274, -118.28144233610467 33.750009893743425, -118.28149189668274 33.75007470061536, -118.28172825759722 33.75042277396439, -118.28236802424462 33.75139261846323, -118.28244071292661 33.751487242970335, -118.28249192696815 33.751554796961145, -118.28259261603105 33.75166310089586, -118.28268997716233 33.75175766280525, -118.28275925238032 33.75181623131974, -118.2828087167745 33.75185218341014, -118.28290101264925 33.75190932113917, -118.28297022195187 33.75194728938667, -118.28307071376754 33.75199548280857, -118.28314483429405 33.752026903488115, -118.28320412119385 33.75204978120925, -118.28331115155646 33.752085593993, -118.28339017506076 33.75210738211143, -118.2834856428413 33.75212949113968, -118.28354983037552 33.75214204842996, -118.28366173263116 33.75215964622274, -118.28374400060372 33.75216838167571, -118.2838427068182 33.75217501835866, -118.28397429828883 33.75217814352415, -118.28407297771973 33.7521765358131, -118.28415519934202 33.75217187652486, -118.28425384963606 33.75216134653365, -118.28431960753308 33.752151576623255, -118.28441493607356 33.75213312921297, -118.28453982503865 33.75209918166254, -118.2847386081995 33.75203070367622, -118.28500305801126 33.751926692067435, -118.28645027298043 33.751397388559006, -118.28654226818274 33.75136489022156, -118.28675253997591 33.751290543399385, -118.28719116219324 33.75113700318613))",761,767,760,766,Odd,Even,N,STREET,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,FRONT,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,2410.5582657
